can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,101982,0,0,0,0,0,1,2.0,2.0,2,Sam,2.0,627,False,,,45,101982.jpg,2.2,False,Johnstone,0.2,False,,a,20,39,11,8772,1226,8727,742,0.4,2.4,Johnstone,241.0,2024-08-30,1993-03-25,False,p101982,450,0,0,0,8,0,0,0,0,0,15,0,62,130.0,0.1,0.0,13.0,8,54,1,0,5,0.00,0.01,0.01,5.65,119,15,409,10,574,64,258,16,,,,,,,0.0,3.0,0.0,0.0,1.13,1.6,394,22,167,15,233,20,395,62,1.0,0.0,0.0
True,True,,,149065,0,0,-1,1,0,1,0.0,0.0,0,José,0.0,628,False,,,44,149065.jpg,1.2,False,Malheiro de Sá,1.2,False,,a,20,39,5,29625,428,109534,4375,0.0,1.1,José Sá,173.0,2021-07-15,1993-01-17,False,p149065,360,0,0,0,11,0,0,0,0,0,5,0,7,44.0,10.0,0.0,5.5,3,37,0,0,4,0.00,0.03,0.03,6.17,285,26,335,4,522,56,346,25,,,,,,,0.0,1.25,0.01,0.01,1.54,2.75,498,26,521,73,346,27,161,21,1.0,0.0,0.0
True,True,,,79602,0,0,0,0,0,1,0.0,0.0,0,Daniel,0.0,629,False,,,40,79602.jpg,0.0,False,Bentley,0.6,False,,a,20,39,0,10208,281,26300,952,0.0,0.0,Bentley,241.0,2023-01-25,1993-07-13,False,p79602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,473,39,457,25,425,13,473,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,617,43,426,32,482,39,218,30,0.0,0.0,0.0
True,True,,,516939,0,0,-1,1,0,2,0.3,0.3,0,Emmanuel,0.3,631,False,,,44,516939.jpg,2.0,False,Agbadou,0.2,False,,a,20,39,14,22306,120,49516,1429,0.1,3.2,Agbadou,54.0,2025-01-09,1997-06-17,False,p516939,525,0,0,0,14,0,0,0,0,0,0,0,44,161.6,39.7,39.0,24.1,48,29,14,62,5,0.38,0.26,0.64,8.36,81,38,215,59,205,52,147,48,,,5.0,,,,0.07,0.0,0.04,0.11,1.43,2.4,546,137,335,118,261,95,356,127,0.86,0.0,10.63
True,True,75.0,100.0,87835,0,0,-1,1,0,2,0.5,0.7,0,Matt,0.7,632,False,Knee injury - 75% chance of playing,2025-10-31T09:00:09.720618Z,44,87835.jpg,0.5,False,Doherty,0.1,False,,d,20,39,2,3499,76,13766,365,0.2,0.5,Doherty,104.0,2023-07-20,1992-01-16,False,p87835,291,0,0,0,6,0,0,0,3,0,0,0,15,49.4,21.8,4.0,7.6,18,11,8,26,4,0.07,0.05,0.12,5.09,273,104,276,92,346,120,323,106,,,,,,,0.02,0.0,0.02,0.04,1.57,1.86,491,105,288,97,436,150,453,168,1.24,0.0,8.04
True,True,100.0,100.0,490721,0,0,-1,1,0,2,3.3,3.3,1,Hugo,3.3,633,False,,2025-08-31T01:30:08.567399Z,44,490721.jpg,2.1,False,Bueno López,0.1,False,,a,20,39,19,9032,708,7505,783,0.7,4.3,H.Bueno,200.0,2021-01-29,2002-09-18,False,p490721,612,0,0,1,10,0,0,0,1,0,0,2,90,164.6,238.0,59.0,46.3,26,28,23,49,6,0.20,1.14,1.34,7.79,78,37,11,1,141,27,32,3,,,,,,,0.03,0.0,0.17,0.2,1.15,1.47,535,134,101,41,252,93,464,172,0.88,0.15,7.21
True,True,,,501837,0,0,-1,1,0,2,0.3,0.3,0,Yerson,0.3,634,False,,,44,501837.jpg,1.3,False,Mosquera Valdelamar,0.1,False,,a,20,39,4,1581,53,4012,170,0.1,0.9,Mosquera,48.0,2021-06-17,2001-05-02,False,p501837,137,0,0,0,4,0,0,0,0,0,0,0,13,20.2,0.5,21.0,4.2,7,9,3,10,2,0.05,0.00,0.05,1.83,355,131,396,143,262,77,365,124,,,,,,,0.03,0.0,0.0,0.03,1.2,2.63,543,136,334,117,334,116,569,206,1.31,0.0,6.57
True,True,75.0,,483081,0,0,0,0,0,2,0.8,1.0,1,Rodrigo,1.0,635,False,Groin Injury - 75% chance of playing,2025-10-31T09:00:09.735105Z,45,483081.jpg,2.2,False,Martins Gomes,0.1,False,,d,20,39,13,8211,254,8927,484,0.2,2.9,R.Gomes,173.0,2024-07-01,2003-07-07,False,p483081,331,1,0,0,9,0,0,0,0,0,0,0,20,60.2,40.4,103.0,20.5,11,14,7,18,4,0.95,0.22,1.17,4.30,240,94,212,58,65,7,181,57,,,,,,,0.26,0.0,0.06,0.32,1.17,2.45,432,91,259,91,235,89,478,176,1.09,0.0,4.89
True,True,,,231480,0,0,-1,1,1,2,2.0,2.0,4,Santiago,2.0,636,False,,,44,231480.jpg,3.7,False,Ignacio Bueno,0.1,False,,a,20,39,22,9109,1351,5312,663,0.5,5.0,S.Bueno,230.0,2023-08-31,1998-11-09,False,p231480,484,1,1,0,10,0,0,0,1,0,0,2,70,155.4,47.2,66.0,26.9,33,11,19,52,5,0.80,0.45,1.25,6.49,83,39,188,47,122,20,121,39,,,,,,,0.15,0.0,0.08,0.23,1.21,1.86,514,123,166,60,99,44,470,174,0.93,0.0,9.67
True,True,100.0,100.0,510362,0,0,-2,2,0,2,0.0,0.0,0,Toti,0.0,637,False,,2025-10-03T14:00:09.220271Z,43,510362.jpg,0.8,False,Gomes,0.1,False,,a,20,39,5,3782,146,12097,421,0.0,1.2,Toti,173.0,2022-01-14,1999-01-16,False,p510362,390,0,0,0,13,0,0,0,0,1,0,0,15,74.6,26.5,27.0,12.8,20,22,7,27,5,0.04,0.03,0.07,7.21,213,83,252,80,238,66,264,89,,,,,,,0.01,0.0,0.01,0.02,1.66,3.0,599,153,510,208,426,142,460,171,1.15,0.0,6.23
True,True,100.0,100.0,441271,-1,1,-1,1,0,2,0.7,0.7,1,Ki-Jana,0.7,638,False,,2025-08-23T23:00:08.490117Z,39,441271.jpg,1.0,False,Hoever,1.0,False,,a,20,39,4,23976,600,159979,2996,0.2,1.0,Hoever,152.0,2020-09-19,2002-01-18,False,p441271,204,0,0,0,7,0,0,0,0,0,0,0,6,42.0,41.1,11.0,9.5,12,6,3,15,3,0.02,0.30,0.32,3.90,291,110,211,57,298,98,297,99,,,,,,,0.01,0.0,0.13,0.14,1.72,3.09,715,219,283,93,363,126,183,68,1.32,0.0,6.62
True,False,0.0,0.0,560248,0,0,0,0,0,2,0.0,0.0,0,Bastien,0.0,639,False,On loan to FC Alverca,2025-07-23T18:49:36.204721Z,40,560248.jpg,0.0,False,Meupiyou Menadjou,0.0,False,,u,20,39,0,0,0,714,17,0.0,0.0,Meupiyou,73.0,2024-08-29,2006-03-19,False,p560248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,527,204,512,204,481,196,528,204,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,682,193,482,191,537,207,705,237,0.0,0.0,0.0
True,False,0.0,0.0,641221,0,0,0,0,0,2,0.0,0.0,0,Pedro,0.0,640,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:11:07.466362Z,40,641221.jpg,0.0,False,Cardoso de Lima,0.5,False,,u,20,39,0,7922,0,72004,1693,0.0,0.0,Pedro Lima,30.0,2024-07-02,2006-07-01,False,p641221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,541,215,526,215,495,207,542,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,696,204,496,202,550,217,233,86,0.0,0.0,0.0
True,True,,,517179,0,0,-1,1,0,2,0.0,0.0,0,Alfie,0.0,641,False,,,39,517179.jpg,0.0,False,Pond,1.4,False,,a,20,39,0,74609,2205,80955,4696,0.0,0.0,Pond,,,,False,p517179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,453,166,435,165,402,155,453,165,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,725,226,405,150,462,168,153,58,0.0,0.0,0.0
True,True,100.0,100.0,184754,-1,1,-2,2,0,3,0.7,0.7,1,Hwang,0.7,642,False,,2025-10-17T16:00:11.280022Z,58,184754.jpg,2.0,False,Hee-chan,0.1,False,,a,20,39,14,25164,325,32345,1063,0.1,2.4,Hee Chan,114.0,2022-07-01,1996-01-26,False,p184754,297,1,0,0,5,0,0,0,0,0,0,0,49,51.6,29.6,49.0,13.0,5,3,4,12,4,0.65,0.12,0.77,5.34,265,117,246,148,166,97,261,131,,,,,1.0,,0.2,0.0,0.04,0.24,1.62,1.52,108,72,319,153,275,128,434,148,1.21,0.0,3.64
True,True,100.0,100.0,509291,0,0,-1,1,0,3,3.0,3.0,2,André,3.0,643,False,,2025-09-24T06:30:08.481734Z,54,509291.jpg,2.6,False,Trindade da Costa Neto,0.1,False,,a,20,39,23,5448,340,8160,363,0.6,4.3,André,30.0,2024-08-30,2001-07-16,False,p509291,599,0,0,0,13,0,0,0,2,0,0,1,105,82.8,39.7,5.0,12.7,23,52,15,90,7,0.04,0.19,0.23,9.61,198,82,216,136,344,180,267,134,,,,,,,0.01,0.0,0.03,0.04,1.44,1.95,187,116,118,54,203,86,507,180,1.05,0.0,13.52
True,True,100.0,100.0,231057,-1,1,-3,3,0,3,0.7,0.7,1,Jean-Ricner,0.7,644,False,,2025-10-17T16:00:11.298468Z,52,231057.jpg,1.1,False,Bellegarde,0.0,False,,a,20,39,9,2273,132,7603,164,0.1,1.7,Bellegarde,92.0,2023-09-01,1998-06-27,False,p231057,342,0,0,0,12,0,0,0,1,0,0,0,45,37.8,70.3,41.0,14.8,5,8,9,22,4,0.30,0.36,0.66,5.51,303,135,133,92,197,113,232,116,4.0,,4.0,,,,0.08,0.0,0.09,0.17,1.45,3.16,223,140,306,147,357,170,575,215,1.05,0.0,5.79
True,True,,,643135,0,0,-2,2,0,3,0.3,0.3,0,Fer,0.3,645,False,,,53,643135.jpg,1.4,False,López González,0.0,False,,a,20,39,7,752,31,3327,109,0.1,1.3,Fer López,200.0,2025-06-20,2004-05-24,False,p643135,116,0,1,0,5,0,0,0,1,0,0,0,24,27.0,52.0,32.0,11.0,0,3,1,4,1,0.14,0.52,0.66,1.01,334,153,174,118,225,129,286,144,,,,,,,0.11,0.0,0.4,0.51,0.78,3.88,214,134,364,172,331,157,622,253,0.78,0.0,3.1
True,True,,,448089,0,0,-1,1,0,3,2.3,2.3,1,João Victor,2.3,646,False,,,54,448089.jpg,2.3,False,Gomes da Silva,0.1,False,,a,20,39,21,5720,251,9842,634,0.4,3.9,Gomes,30.0,2023-01-30,2001-02-12,False,p448089,700,0,0,1,15,0,0,0,3,0,0,0,117,105.2,103.6,35.0,24.5,27,43,24,94,8,0.36,0.44,0.80,10.64,155,58,77,55,214,122,143,76,,,,,,,0.05,0.0,0.06,0.11,1.37,1.93,180,111,156,74,228,99,474,160,1.03,0.13,12.09
True,False,0.0,0.0,181284,0,0,0,0,0,3,0.0,0.0,0,Gonçalo Manuel,0.0,647,False,Has joined Real Sociedad permanently.,2025-08-11T01:21:19.226169Z,55,181284.jpg,0.0,False,Ganchinho Guedes,0.0,False,,u,20,39,0,0,0,760,4,0.0,0.0,Guedes,173.0,2022-08-08,1996-11-29,False,p181284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,728,320,728,321,726,320,729,321,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,141,89,719,315,729,321,731,322,0.0,0.0,0.0
True,True,,,433312,0,0,-1,1,0,3,5.7,5.7,8,Marshall,5.7,648,False,,,54,433312.jpg,3.4,False,Munetsi,0.1,False,,a,20,39,31,12308,3221,8148,692,1.1,5.7,Munetsi,239.0,2025-02-03,1996-06-22,False,p433312,692,1,2,0,14,0,0,0,1,0,0,1,108,139.8,56.9,158.0,35.4,27,13,16,56,7,1.37,0.34,1.71,9.69,103,34,160,108,33,17,73,45,,,,,,,0.18,0.0,0.04,0.22,1.26,1.82,176,108,35,14,122,50,473,159,0.91,0.0,7.28
True,False,0.0,0.0,476502,0,0,0,0,0,3,0.0,0.0,0,Boubacar,0.0,649,False,Has joined FC Metz on loan for the rest of the season.,2025-07-25T14:53:52.740212Z,50,476502.jpg,0.0,False,Traoré,0.0,False,,u,20,39,0,0,0,155,3,0.0,0.0,B.Traore,132.0,2023-07-01,2001-08-20,False,p476502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,705,306,703,306,694,302,706,307,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,270,167,685,293,708,307,741,328,0.0,0.0,0.0
True,True,,,497606,0,0,-1,1,0,3,0.0,0.0,0,Tawanda,0.0,650,False,,,44,497606.jpg,0.0,False,Chirewa,0.3,False,,a,20,39,0,19207,171,27755,1064,0.0,0.0,Chirewa,239.0,2023-12-01,2003-10-12,False,p497606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,575,214,565,214,541,204,576,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538,307,540,193,585,219,324,112,0.0,0.0,0.0
True,True,,,596054,0,0,-1,1,0,3,0.0,0.0,0,Tom,0.0,651,False,,,44,596054.jpg,0.0,False,Edozie,0.4,False,,a,20,39,0,29571,175,36202,1459,0.0,0.0,Edozie,,,,False,p596054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,598,229,589,229,566,219,599,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,569,323,564,208,608,234,281,97,0.0,0.0,0.0
True,True,,,593001,0,0,-1,1,0,3,0.0,0.0,0,Enso,0.0,652,False,,,44,593001.jpg,0.0,False,González Medina,1.5,False,,a,20,39,0,119107,1246,140525,6348,0.0,0.0,Gonzalez,168.0,2023-08-31,2005-01-20,False,p593001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,597,228,588,228,565,218,598,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568,322,563,207,607,233,151,51,0.0,0.0,0.0
True,False,0.0,0.0,240299,0,0,0,0,0,3,0.0,0.0,0,Joe,0.0,653,False,Signed by CD Tondela,2025-07-23T18:50:21.231185Z,45,240299.jpg,0.0,False,Hodge,0.0,False,,u,20,39,0,0,0,4803,85,0.0,0.0,Hodge,,,,False,p240299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,614,238,606,238,586,228,615,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,414,246,581,218,623,243,610,243,0.0,0.0,0.0
True,True,100.0,100.0,247412,0,0,-1,1,0,4,3.3,3.3,6,Jørgen,3.3,654,False,,2025-10-03T14:00:09.236895Z,64,247412.jpg,2.4,False,Strand Larsen,1.3,False,,a,20,39,17,156590,5320,517252,9867,0.5,2.7,Strand Larsen,161.0,2025-07-01,2000-02-06,False,p247412,542,1,0,2,10,0,0,0,0,0,0,0,51,59.2,47.4,147.0,25.1,11,6,1,18,6,1.52,0.36,1.88,7.31,244,20,187,18,38,16,135,20,,,,,,,0.25,0.0,0.06,0.31,1.21,1.66,66,22,109,10,224,25,157,24,1.0,0.33,2.99
True,False,0.0,0.0,449988,0,0,-1,1,0,4,0.0,0.0,0,Fábio,0.0,655,False,has joined Borussia Dortmund permanently.,2025-09-02T13:11:07.488555Z,49,449988.jpg,0.0,False,Soares Silva,0.2,False,,u,20,39,0,7178,0,51714,591,0.0,0.0,Fábio Silva,173.0,2020-09-05,2002-07-19,False,p449988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,693,72,688,71,674,71,694,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,328,56,669,68,696,73,357,54,0.0,0.0,0.0
True,False,0.0,0.0,429414,0,0,-1,1,0,4,0.0,0.0,0,Saša,0.0,656,False,has joined LASK on loan for the rest of the season.,2025-09-08T09:11:55.060395Z,49,429414.jpg,1.0,False,Kalajdžić,0.1,False,,u,20,39,1,1691,0,9312,103,0.0,0.2,Kalajdžić,14.0,2022-08-31,1997-07-07,False,p429414,14,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.3,2.0,0.7,1,1,0,2,0,0.00,0.01,0.01,0.10,426,50,364,41,367,47,417,48,,,,,,,0.0,0.0,0.06,0.06,0.64,0.0,321,55,663,67,391,43,556,74,0.0,0.0,12.86
True,True,0.0,0.0,589507,0,0,-1,1,0,4,0.0,0.0,0,Leon,0.0,657,False,Knee injury - Unknown return date,2025-07-21T10:00:05.148649Z,44,589507.jpg,0.0,False,Chiwome,0.0,False,,i,20,39,0,2757,94,4844,120,0.0,0.0,Chiwome,,,,False,p589507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,594,62,585,61,562,61,595,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,565,75,560,58,604,64,625,76,0.0,0.0,0.0
True,True,,,531363,0,0,-1,1,0,4,0.0,0.0,0,Nathan,0.0,658,False,,,44,531363.jpg,0.0,False,Fraser,1.9,False,,a,20,39,0,153653,1221,229315,8236,0.0,0.0,Fraser,,,,False,p531363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,583,58,574,57,550,57,584,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,550,70,549,54,593,60,132,19,0.0,0.0,0.0
True,True,,,230376,0,0,-3,3,0,3,2.3,2.3,2,Jhon,2.3,663,False,,,52,230376.jpg,2.0,False,Arias,0.2,False,,a,20,39,18,12003,296,62857,1596,0.4,3.5,J.Arias,48.0,2025-07-24,1997-09-21,False,p230376,500,0,0,1,9,0,0,0,0,0,0,1,84,79.8,151.8,80.0,31.1,12,23,22,57,6,1.17,0.34,1.51,6.68,206,87,46,36,92,55,101,56,1.0,,,,,,0.21,0.0,0.06,0.27,1.2,1.62,222,139,153,72,272,126,349,119,1.08,0.18,10.26
True,True,,,497949,0,0,-1,1,0,2,0.7,0.7,1,David,0.7,682,False,,,44,497949.jpg,1.6,False,Møller Wolfe,0.1,False,,a,20,39,8,2432,146,5748,181,0.2,1.8,Møller Wolfe,161.0,2025-08-02,2002-04-23,False,p497949,149,0,1,0,6,0,0,0,0,0,0,0,15,37.0,20.9,4.0,6.3,6,5,2,8,2,0.00,0.15,0.15,3.62,307,117,283,94,348,122,333,111,,,,,,,0.0,0.0,0.09,0.09,2.19,3.62,539,135,293,101,301,106,529,191,1.21,0.0,4.83
True,True,,,523705,0,0,0,0,0,2,2.0,2.0,1,Jackson,2.0,695,False,,,45,523705.jpg,1.4,False,Tchatchoua,0.0,False,,a,20,39,11,2263,94,1591,184,0.4,2.4,Tchatchoua,38.0,2025-08-19,2001-09-14,False,p523705,382,0,0,0,10,0,0,0,0,0,0,0,23,79.6,92.5,18.0,19.0,18,25,10,28,3,0.26,0.10,0.36,4.78,207,81,95,21,272,82,195,65,,,,,,,0.06,0.0,0.02,0.08,1.13,2.36,444,96,170,63,327,114,650,223,0.71,0.0,6.6
True,True,,,431248,0,0,0,0,0,2,1.7,1.7,4,Ladislav,1.7,709,False,,,45,431248.jpg,2.5,False,Krejcí,0.1,False,,a,20,39,15,8471,628,2739,430,0.4,3.3,Krejčí,57.0,2025-08-28,1999-04-20,False,p431248,540,1,1,0,11,1,0,0,1,0,0,0,63,165.4,73.5,91.0,33.0,32,20,9,41,6,0.84,0.98,1.82,6.13,77,36,125,27,83,12,89,25,,,,,,,0.14,0.0,0.16,0.3,1.02,1.83,419,88,195,70,208,81,536,194,1.0,0.0,6.83
True,True,,,488213,0,0,0,0,0,4,1.0,1.0,1,Tolu,1.0,720,False,,,55,488213.jpg,1.3,False,Arokodare,0.1,False,,a,20,39,8,14351,358,9215,759,0.2,1.5,Tolu,157.0,2025-09-01,2000-11-23,False,p488213,182,0,0,0,7,0,0,0,0,0,0,0,21,12.4,16.1,67.0,9.3,8,2,1,11,2,0.34,0.03,0.37,2.26,376,37,303,31,119,27,301,32,,,,,,,0.17,0.0,0.01,0.18,1.12,3.46,153,37,269,29,340,35,552,73,0.99,0.0,5.44
=======
True,True,,,154561,0,0,2,-2,1,1,4.5,4.5,6,David,4.0,1,False,,,57,154561.jpg,5.0,False,Raya Martín,28.5,False,,a,1,3,40,1719975,55208,756593,19725,0.7,7.0,Raya,200.0,2024-07-04,1995-09-15,False,p154561,720,0,0,5,3,0,0,0,1,0,15,3,167,140.4,10.0,0.0,15.0,6,68,0,0,8,0.00,0.04,0.04,4.84,86,12,330,8,729,85,215,12,,,,,,,0.0,1.88,0.0,0.0,0.6,0.38,121,1,73,6,35,4,11,2,1.0,0.62,0.0
True,True,,,109745,0,0,-2,2,0,1,0.5,0.5,0,Kepa,0.0,2,False,,,43,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.5,False,,a,1,3,0,6953,116,53355,1188,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,540,75,526,62,494,50,543,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,590,35,498,69,545,75,239,33,0.0,0.0,0.0
True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.3,False,,u,1,3,0,5545,0,35866,806,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,501,60,486,46,453,34,504,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,655,66,458,54,508,60,306,43,0.0,0.0,0.0
True,True,,,551221,0,0,0,0,0,1,0.5,0.5,0,Tommy,0.0,4,False,,,40,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,14559,287,13275,584,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,522,71,507,57,475,45,525,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,77,481,65,529,71,348,53,0.0,0.0,0.0
True,True,100.0,100.0,226597,1,-1,4,-4,2,2,9.5,9.5,12,Gabriel,9.0,5,True,,2025-10-03T14:00:08.473762Z,64,226597.jpg,7.4,False,dos Santos Magalhães,33.2,False,,a,1,3,59,2441898,210799,773371,5746,1.4,9.2,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,720,1,1,5,3,0,0,0,0,0,0,8,202,234.0,24.7,71.0,33.0,65,14,10,75,8,0.72,0.11,0.83,4.84,7,3,251,79,94,15,64,14,,,,,,,0.09,0.0,0.01,0.1,0.6,0.38,64,1,2,1,3,1,6,1,1.0,0.62,9.38
True,True,100.0,100.0,462424,0,0,0,0,0,2,4.3,4.3,6,William,3.8,6,False,,2025-09-01T10:30:07.602868Z,60,462424.jpg,4.4,False,Saliba,12.6,False,,a,1,3,31,669320,12693,1081886,15589,0.6,5.2,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,499,0,0,4,1,0,0,0,0,0,0,1,135,125.8,22.0,10.0,15.8,36,25,8,44,6,0.13,0.17,0.30,3.71,100,48,263,85,298,101,207,69,,,,,,,0.02,0.0,0.03,0.05,0.67,0.18,86,4,80,33,64,29,32,12,1.08,0.72,7.94
True,True,,,466075,1,-1,3,-3,2,2,4.3,4.3,6,Riccardo,3.8,7,True,,,58,466075.jpg,6.0,False,Calafiori,14.9,False,,a,1,3,48,1811341,37677,531069,20406,0.7,8.3,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,614,1,2,5,3,0,0,0,3,0,0,3,155,118.0,74.4,127.0,31.9,22,30,12,34,8,1.88,0.17,2.05,3.88,115,55,108,24,41,3,68,17,,,,,,,0.28,0.0,0.02,0.3,0.57,0.44,115,10,79,32,16,9,23,9,1.17,0.73,4.98
True,True,,,445122,0,0,4,-4,2,2,5.5,5.5,6,Jurriën,5.0,8,True,,,59,445122.jpg,6.8,False,Timber,20.7,False,,a,1,3,54,2382907,99936,458782,15067,0.8,9.2,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,611,2,2,4,3,0,0,0,2,0,0,7,205,207.8,154.9,189.0,55.3,22,23,27,49,7,1.89,0.56,2.45,3.74,19,7,35,5,14,1,10,1,,,,,,,0.28,0.0,0.08,0.36,0.55,0.44,103,5,35,14,5,3,16,7,1.03,0.59,7.22
True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.1,False,,u,1,3,0,1119,0,10181,60,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,721,245,720,245,717,244,723,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,183,23,710,243,723,245,558,203,0.0,0.0,0.0
True,True,,,499169,0,0,-3,3,0,2,1.0,1.0,0,Myles,0.5,10,False,,,52,499169.jpg,0.8,False,Lewis-Skelly,1.8,False,,a,1,3,4,43703,764,329908,6103,0.1,0.8,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,83,0,0,0,0,0,0,0,1,0,0,0,13,7.6,6.9,4.0,1.7,3,6,1,4,0,0.00,0.00,0.00,0.93,385,143,339,114,345,124,391,139,,,,,,,0.0,0.0,0.0,0.0,1.01,0.0,228,32,322,107,422,141,142,55,0.0,0.0,4.34
